,member_casual,start_station_name,number_of_rides,average_duration
478,casual,Public Rack - Evans Ave & 63rd St,9,12.75925926
479,casual,Public Rack - Hamlin Ave & Chicago Ave,9,7.431481481
480,casual,Public Rack - Harvey Ave & North Ave,9,17.81296296
481,casual,Public Rack - La Moyne Ave and Leamington Ave,9,18.35925926
482,casual,Public Rack - Latrobe Ave & Lake St,9,13.74259259
483,casual,Public Rack - Marquette Rd & 67th St,9,17.69444444
484,casual,Public Rack - Western Ave & 100th St,9,11.46666667
485,casual,Public Rack - Western Ave & 104th St - East,9,9.598148148
486,casual,Public Rack - Western Ave & 47th Pl,9,10.36666667
487,casual,Rutherford Ave & Belmont Ave,9,13.73148148
488,casual,Strohacker Park,9,11.01481481
489,casual,Yates Blvd & Exchange Ave,9,16.32222222
490,casual,Archer Park,10,12.40666667
491,casual,California Ave & Touhy Ave - NW,10,10.49
492,casual,Hamilton Ave & 95th St,10,17.81666667
493,casual,Hoyne Ave & 110th Pl,10,12.31833333
494,casual,Jeffrey Blvd & 71st St,10,15.85666667
495,casual,Kostner Ave & North Ave,10,16.2
496,casual,Laramie Ave & Grand Ave,10,10.11166667
497,casual,Public Rack - Kedzie Ave & 61st Pl E,10,11.68333333
498,casual,Public Rack - Oketo Ave & Belmont Ave,10,12.035
499,casual,Sacramento Ave & Devon Ave,10,19.37833333
500,casual,Washtenaw Ave & 63rd St,10,11.67333333
501,casual,Western Ave & 104th St - East,10,10.48
502,casual,Avers Ave & Irving Park Rd,11,14.02424242
503,casual,Cicero Ave & Roscoe St,11,8.58030303
504,casual,Divvy Valet - Oakwood Beach,11,30.79545455
505,casual,Hiawatha Park,11,18.2030303
506,casual,Karlov Ave & Kamerling Ave,11,16.00454545
507,casual,Kedvale Ave & Avondale Ave,11,19.27121212
508,casual,Laramie Ave & Belmont Ave,11,18.90454545
509,casual,Public Rack - Penn Elementary School / KIPP Ascend Middle School,11,66.8
510,casual,Rockwell Ave & Touhy Ave ,11,12.48333333
511,casual,Western Ave & 105th St,11,18.9469697
512,casual,Western Ave & 28th St,11,12.93333333
513,casual,Abbott Park,12,3.325
514,casual,Austin Ave & Wrightwood Ave,12,14.25277778
515,casual,Cottage Grove Ave & 111th St,12,11.79861111
516,casual,Damen Ave & 47th St,12,10.30277778
517,casual,Eli Whitney Public School,12,14.68194444
518,casual,Grand Ave & North Ave,12,15.84861111
519,casual,Halsted St & 76th St,12,9.152777778
520,casual,Kedzie Ave & Pershing Rd,12,7.6625
521,casual,Lafayette Ave & 87th St - SW,12,12.29861111
522,casual,Public Rack - Ashland Ave & 83rd St,12,43.775
523,casual,Public Rack - Austin Blvd & North Ave,12,17.2875
524,casual,Public Rack - Chase Ave & Touhy Ave - NE,12,11.55
525,casual,Public Rack - Kedzie Ave & Archer Ave,12,6.951388889
526,casual,Public Rack - Komensky Ave & 26th St,12,6.961111111
527,casual,Public Rack - Walden Pkwy & 103rd St,12,10.20555556
528,casual,Public Rack - Western Ave & 110th St,12,16.34027778
529,casual,Public Rack - Western Ave & 92nd Pl,12,31.5375
530,casual,Pulaski Rd & 41st,12,16.67222222
531,casual,Pullman - Walmart,12,15.28888889
532,casual,Western Ave & 111th St - SE,12,15.82222222
533,casual,Christiana Ave & 55th St,13,11.25384615
534,casual,Indiana Ave & 133rd St,13,45.15384615
535,casual,Kedzie Ave & Archer Ave,13,12.71025641
536,casual,Public Rack - Central Ave & Corcoran Pl,13,5.124358974
537,casual,Public Rack - Central Ave & George St,13,13.07307692
538,casual,Public Rack - Central Park Ave & Ogden Ave,13,16.41538462
539,casual,Public Rack - Fullerton Ave & Lavergne Ave,13,16.35
540,casual,Public Rack - King Dr & Oakwood Blvd,13,24.45769231
541,casual,Public Rack - Pulaski Rd & Roosevelt Rd,13,12.66666667
542,casual,63rd & Western Ave - north corner,14,9.421428571
543,casual,Cottage Grove & 86th St,14,14.53928571
544,casual,Halsted St & 18th St (Temp),14,11.975
545,casual,Kedzie Ave & 64th St - SW,14,16.71190476
546,casual,Kolin Ave & Archer Ave,14,7.960714286
547,casual,Pubic Rack - Pulaski Rd & 41st,14,6.460714286
548,casual,Public Rack - Kimbark Ave & 67th St,14,13.65
549,casual,Public Rack - Lafayette Ave & 95th St,14,19.21190476
550,casual,Public Rack - Leclaire Ave & Division St,14,9.203571429
551,casual,Racine Ave & 76th,14,22.97261905
552,casual,Walden Pkwy & 99th St,14,12.69880952
553,casual,Hamlin Ave & Grand Ave,15,17.05333333
554,casual,Hamlin Ave & Montrose Ave,15,24.01666667
555,casual,Mayfield & Roosevelt Rd,15,16.31666667
556,casual,Public Rack - California Ave & Devon Ave - NE,15,14.88
557,casual,Public Rack - Calumet Ave & 51st St,15,3.833333333
558,casual,Public Rack - Eberhart Ave & 61st St,15,10.6
559,casual,Public Rack - Hyde Park Blvd & 55th St,15,11.29222222
560,casual,Public Rack - Kedzie Ave & 61st Pl W,15,9.493333333
561,casual,Public Rack - Tripp Ave & North Ave,15,13.38333333
562,casual,Springfield Ave & 63rd St,15,11.49777778
563,casual,Talman Ave & 51st St - midblock,15,12.90555556
564,casual,Public Rack - Lawndale Ave & 63rd St,16,12.35729167
565,casual,Public Rack - Pulaski Rd & 44th St,16,8.355208333
566,casual,Public Rack - Woodlawn Ave & 63rd St - SE,16,8.795833333
567,casual,S Michigan Ave & E 118th St,16,39.67916667
568,casual,532 E 43rd St,17,10.75686275
569,casual,Milwaukee Ave & School St,17,26.79117647
570,casual,Spaulding Ave & North Ave,17,21.85980392
571,casual,Western Ave & 106th St - East,17,10.75490196
572,casual,Western Ave & 118th St,17,27.00490196
573,casual,Jonathan Y Scammon Public School,18,11.50925926
574,casual,Keystone Ave & Irving Park Rd,18,10.71666667
575,casual,Public Rack - Lawndale Ave & 23rd St,18,28.98333333
576,casual,Bell Ave & 95th St,19,25.0745614
577,casual,Public Rack - Central Ave & North Ave,19,22.87017544
578,casual,Public Rack - Christiana Ave & Archer Ave,19,7.702631579
579,casual,Public Rack - Kedvale Ave & Addison St,19,20.09210526
580,casual,Public Rack - King Dr & 115th St,19,20.67807018
581,casual,Public Rack - South Shore Dr & 71st St,19,23.30964912
582,casual,Rockwell & 111th St,19,14.33421053
583,casual,Kedzie Ave & 63rd St,20,15.81583333
584,casual,Neva Ave & Grand Ave,20,10.78916667
585,casual,Public Rack - Menard Ave & Grand Ave,20,12.535
586,casual,Public Rack - Nagle Ave & Belmont Ave,20,8.735833333
587,casual,Western Ave & 100th St,20,7.783333333
588,casual,Nagle Ave & Belmont Ave,21,14.36904762
589,casual,Olive Harvey College,21,167.2253968
590,casual,Prairie Ave & 47th St - midblock,21,12.32539683
591,casual,Public Rack - Narragansett Ave & Fullerton Ave,21,12.54047619
592,casual,S Aberdeen St & W 106th St,21,40.71746032
593,casual,Western Ave & 111th St - NW,21,11.04206349
594,casual,Western Ave & 79th St,21,33.74047619
595,casual,Claremont Ave & 71st St,22,24.09924242
596,casual,Panama Ave & Grace St,22,18.5780303
597,casual,Public Rack - Campbell Ave & Pratt Blvd,22,15.84924242
598,casual,Public Rack - Cicero Ave & Wellington Ave,22,15.01287879
599,casual,Public Rack - Kimball Ave & Carmen Ave,22,18.61060606
600,casual,Public Rack - Western Ave & 96th St,22,18.31212121
601,casual,Spaulding Ave & Evergreen Ave,22,10.10378788
602,casual,Albany Ave & 63rd St,23,25.30869565
603,casual,Komensky Ave & 59th St,23,11.51884058
604,casual,Public Rack - Avers Ave & Ogden Ave,23,16.43913043
605,casual,Public Rack - Laramie Ave & Warwick Ave,23,9.332608696
606,casual,Public Rack - St Louis Ave & Berteau Ave,23,17.46521739
607,casual,Tripp Ave & 15th St,23,13.2115942
608,casual,Western Ave & Jarvis Ave,23,19.55
609,casual,Homewood Ave & Monterey Ave,24,27.2
610,casual,Milwaukee Ave & Addison St,24,16.50972222
611,casual,Public Rack - Drake Ave & Leland Ave,24,17.11111111
612,casual,Public Rack - Melvina Ave & Belmont Ave,24,13.68333333
613,casual,Pulaski Rd & 44th St,24,16.86875
614,casual,Loomis St & Lexington St*,25,7.868
615,casual,Steelworkers Park,25,19.022
616,casual,Wood St & 103rd St,25,14.688
617,casual,Kedzie Ave & 54th St - SW,26,15.92692308
618,casual,Lawndale Ave & Diversey Ave,26,13.59166667
619,casual,Parkside Ave & Armitage Ave,26,18.87115385
620,casual,Pulaski & 52nd,26,8.61025641
621,casual,Pulaski Rd & 51st Rd,26,12.45833333
622,casual,S Wentworth Ave & W 111th St,26,18.79038462
623,casual,Public Rack - Cicero Ave & Cortland St - midblock,27,8.000617284
624,casual,Public Rack - Kostner Ave & North Ave,27,12.26790123
625,casual,Public Rack - Woodlawn Ave & 63rd St N,27,11.5617284
626,casual,Christiana Ave & Belmont Ave,28,12.51130952
627,casual,Keystone Ave & North Ave,28,19.25
628,casual,Laramie Ave & Fullerton Ave,28,11.62142857
629,casual,Marquette Ave & 79th St,28,15.29880952
630,casual,Public Rack - Karlov Ave & Milwaukee Ave,28,13.9327381
631,casual,Public Rack - Kedvale Ave & Avondale Ave,28,14.13095238
632,casual,Public Rack - State ST & 42nd St,28,22.99821429
633,casual,Western Ave & 62nd St,28,27.37380952
634,casual,Ashland Ave & 66th St,29,134.4229885
635,casual,Cicero Ave & Wrightwood Ave,29,11.67011494
636,casual,Damen Ave & 74th St,29,242.254023
637,casual,Lowell Ave & Elston Ave,29,13.85689655
638,casual,Public Rack - Harold Washington Park,29,14.03448276
639,casual,Public Rack - Spaulding Ave & Bryn Mawr Ave,29,16.88333333
640,casual,Public Rack - Spaulding Ave & Foster Ave,29,14.11149425
641,casual,Avers Ave & Archer Ave,30,18.67888889
642,casual,Public Rack - California Ave & Touhy Ave - NW,30,13.71944444
643,casual,South Chicago Ave & Elliot Ave,30,580.3594444
644,casual,Wood St & 47th St,30,9.521111111
645,casual,Kedzie Ave & 58th St,31,12.97150538
646,casual,Martin Luther King Dr & 111th St,31,20.50322581
647,casual,Public Rack - Avondale Ave & Addison St,31,12.94354839
648,casual,Public Rack - Pulaski Rd & Lake St,31,11.27150538
649,casual,Public Rack - Rockwell & Division,31,14.00591398
650,casual,Carpenter St & 63rd St,32,459.40625
651,casual,Kenton Ave & Palmer St,32,17.60052083
652,casual,N Narragansett Ave & Grand Ave,32,11.3484375
653,casual,Public Rack - Sacramento Ave & Greenleaf Ave,32,17.81614583
654,casual,Kedzie Ave & 54th St - SE,33,9.902020202
655,casual,Milwaukee Ave & Haussen Ct,33,23.45555556
656,casual,Public Rack - Cicero Ave & Altgeld St,33,13.78131313
657,casual,Public Rack - Sawyer Ave & Lawrence Ave,33,11.95757576
658,casual,Sacramento Blvd & Polk St,33,16.43383838
659,casual,Campbell Ave & Montrose Ave (Temp),34,13.45392157
660,casual,Halsted St & 63rd St,34,11.00196078
661,casual,Public Rack - Austin Ave & Roscoe St,34,10.47990196
662,casual,Public Rack - Chopin Park,34,17.26421569
663,casual,Public Rack - Linder Ave & Belmont Ave,34,11.16323529
664,casual,Mozart St & Jackson Blvd,35,18.42571429
665,casual,Public Rack - Avers Ave & Irving Park Rd,35,12.60857143
666,casual,Wentworth Ave & 104th St,35,194.2990476
667,casual,Public Rack - California Ave & Devon Ave - NW,36,16.63009259
668,casual,Public Rack - Jensen Park,36,18.02916667
669,casual,Public Rack - Kostner Ave & Diversey Ave,36,10.88333333
670,casual,Public Rack - Menard Ave & Dakin St - midblock,36,19.15231481
671,casual,Rockwell St & 63rd St,37,23.06621622
672,casual,Wabash Ave & 83rd St,37,117.5495495
673,casual,Ada St & 113th St,38,124.1938596
674,casual,Marshfield Ave & 59th St,38,165.6785088
675,casual,Monticello Ave & Belmont Ave,38,16.35789474
676,casual,Newcastle Ave & Belden Ave,38,20.18070175
677,casual,Public Rack - McCormick Blvd & Devon Ave,38,17.53552632
678,casual,Public Rack - Midway Orange Line,38,7.510087719
679,casual,Pulaski Rd & Armitage Ave,38,15.90175439
680,casual,Calumet Ave & 71st St,39,1101.523932
681,casual,Kildare Ave & Chicago Ave,39,21.74017094
682,casual,Kildare Ave & Division St,39,22.77606838
683,casual,Public Rack - Cicero Ave & Roscoe St,39,10.21709402
684,casual,Public Rack - Laramie Ave & Grand Ave,39,11.63247863
685,casual,Public Rack - Washtenaw Ave & Superior St,39,13.40213675
686,casual,Christiana Ave & Archer Ave,40,10.05958333
687,casual,Woodlawn & 103rd - Olive Harvey Vaccination Site,41,11.48861789
688,casual,Menard Ave & North Ave,42,29.04365079
689,casual,Public Rack - California Ave & Ogden Ave,42,27.61031746
690,casual,Public Rack - Woodlawn Ave & 63rd St - NE,42,16.28531746
691,casual,North Ave & New England Ave,43,14.71744186
692,casual,Public Rack - Kildare Ave & Division St,43,26.02364341
693,casual,Troy St & Jackson Blvd,43,19.32635659
694,casual,Yates Blvd & 93rd St,43,866.1848837
695,casual,Commercial Ave & 100th St,44,148.7314394
696,casual,Plainfield & Irving Park,44,27.54810606
697,casual,Public Rack - Lake Shore Dr & Hayes Dr,44,42.65227273
698,casual,Western Ave & 92nd Pl,44,16.71363636
699,casual,Elizabeth St & 59th St,45,197.362963
700,casual,Harold Washington Park,45,19.96814815
701,casual,Public Rack - Cicero Ave & North Ave,45,15.74037037
702,casual,Public Rack - Jonathan Y Scammon Public School,45,8.492962963
703,casual,Pulaski Rd & Fullerton Ave,45,15.49740741
704,casual,Troy Ave & 27th St,45,15.71481481
705,casual,Public Rack - Austin Ave & Wrightwood Ave,46,11.46811594
706,casual,Public Rack - Christiana Ave & Lawrence Ave,46,15.8673913
707,casual,Kimbark Ave & 67th St,47,16.85425532
708,casual,Halsted St & 59th St,49,21.06258503
709,casual,Summit Ave & 86th St,49,245.3176871
710,casual,Hamlin Ave & Fullerton Ave,50,14.93
711,casual,Kedzie Ave & 61st Pl,50,15.74233333
712,casual,Green St & Madison Ave*,52,11.72275641
713,casual,NewHastings,52,12.46987179
714,casual,Public Rack - Grand Ave & North Ave,52,16.30416667
715,casual,Homan Ave & Fillmore St,53,34.70251572
716,casual,Public Rack - Pulaski Rd & Fullerton Ave,53,11.62232704
717,casual,Racine Ave & 61st St,53,131.7666667
718,casual,Sacramento Blvd & Fulton Ave,53,20.16415094
719,casual,Laramie Ave & Gladys Ave,54,161.2941358
720,casual,Sacramento Ave & 25th St,54,16.41851852
721,casual,Public Rack - Fullerton Ave & Narragansett Ave,55,8.585454545
722,casual,Public Rack - Western Ave & Jarvis Ave,55,12.73787879
723,casual,Woodlawn Ave & 75th St,55,367.8775758
724,casual,Walden Pkwy & 103rd St,56,13.57261905
725,casual,Public Rack - Western Blvd & 49th St,57,8.311111111
726,casual,Bradley Park,59,514.8107345
727,casual,Kildare Ave & 26th St,59,19.75141243
728,casual,Whipple St & Roosevelt Rd,59,26.2700565
729,casual,Francisco Ave & Hollywood Ave,60,21.19472222
730,casual,Halsted St & 69th St,60,113.2988889
731,casual,Harlem Ave & Grace St,60,26.46777778
732,casual,Rhodes Ave & 71st St,60,349.7086111
733,casual,Spaulding Ave & 16th St,60,28.43222222
734,casual,Menard Ave & Division St,61,21.22213115
735,casual,Michigan Ave & 114th St,61,741.6871585
736,casual,MLK Jr Dr & 83rd St,61,75.28497268
737,casual,Public Rack - Western Ave & Devon Ave,61,14.86721311
738,casual,Public Rack - Laramie Ave & Fullerton Ave,62,10.94462366
739,casual,Cicero Ave & Flournoy St,63,256.8597884
740,casual,Public Rack - Karlov Ave & Kamerling Ave,63,15.51269841
741,casual,Public Rack - Milwaukee Ave & Addison St,63,13.46322751
742,casual,Roscoe & Harlem,63,19.76957672
743,casual,Hyde Park Blvd & 53rd St,64,23.11484375
744,casual,Kildare & Cermak,64,20.42473958
745,casual,Public Rack - Laramie Ave & Belmont Ave,64,10.01744792
746,casual,Racine Ave & 65th St,64,308.0101563
747,casual,Robert Fulton Elementary School,64,20.48776042
748,casual,Oglesby Ave & 100th St,65,235.5930769
749,casual,Elizabeth St & 47th St,66,376.8328283
750,casual,South Chicago Ave & 83rd St,66,151.4181818
751,casual,Throop St & 52nd St,66,44.00025253
752,casual,Avenue L & 114th St,67,25.99477612
753,casual,Greenwood Ave & 97th St,67,109.9427861
754,casual,Lavergne Ave & Division St,67,27.26716418
755,casual,Public Rack - Eli Whitney Public School,67,10.18930348
756,casual,Public Rack - Lockwood Ave & Diversey Ave,67,12.43208955
757,casual,Racine Ave & 109th Pl,67,12.82587065
758,casual,Kildare Ave & 55th St,68,11.8247549
759,casual,Kostner Ave & Adams St,68,300.8970588
760,casual,May St & 69th St,68,46.09730392
761,casual,Monticello Ave & Chicago Ave,68,14.92132353
762,casual,Public Rack - Kilbourn Ave & Fullerton Ave,68,10.85318627
763,casual,Mozart Elementary School,69,16.96690821
764,casual,Public Rack - Lorel Ave & Grand Ave,69,15.62391304
765,casual,Keeler Ave & Roosevelt Rd,70,18.8152381
766,casual,Lawndale Ave & 16th St,70,19.28833333
767,casual,Public Rack - Keystone Ave & North Ave,70,11.63285714
768,casual,Public Rack - Rockwell Ave & Touhy Ave ,70,13.81666667
769,casual,Vincennes Ave & 104th St,70,179.652619
770,casual,Avenue O & 134th St,72,188.1405093
771,casual,Milwaukee Ave & Diversey Ave,72,14.82939815
772,casual,Public Rack - Hamlin Ave & Grand Ave,72,17.49467593
773,casual,Public Rack - Kedzie Ave & Argyle St,72,13.88032407
774,casual,Wells St & Institute Pl,72,18.71851852
775,casual,Altgeld Gardens,73,214.7760274
776,casual,Halsted St & 73rd St,73,433.1328767
777,casual,Long Ave & North Ave,73,29.43105023
778,casual,State St & 76th St,73,123.6372146
779,casual,Lafayette Ave & 95th St,74,15.05540541
780,casual,Major Ave & Bloomingdale Ave,74,46.25405405
781,casual,Bloomingdale Ave & Harlem Ave,75,20.75888889
782,casual,Damen Ave & 33rd St,75,20.61911111
783,casual,DuSable Lake Shore Dr & Ohio St,75,19.292
784,casual,Public Rack - Keystone Ave & Irving Park Rd,75,15.00111111
785,casual,Springfield Ave & 47th St,75,17.70088889
786,casual,Albany Ave & Douglas Blvd,76,47.03969298
787,casual,Augusta Blvd & Laramie Ave,76,15.20570175
788,casual,Eastlake Ter & Howard St,76,18.31776316
789,casual,Hoyne Ave & 34th St,76,16.26798246
790,casual,Loomis Blvd & 84th St,76,198.4140351
791,casual,Nordica & Medill,77,22.20064935
792,casual,Public Rack - Hamlin Ave & Montrose Ave,77,14.83311688
793,casual,Eberhart Ave & 131st St,78,323.3946581
794,casual,East End Ave & 87th St,79,97.76708861
795,casual,Halsted St & 104th St,79,111.2369198
796,casual,Michigan Ave & 71st St,79,88.35886076
797,casual,Richmond St & 59th St,79,19.50295359
798,casual,Bennett Ave & 79th St,80,43.50958333
799,casual,Dauphin Ave & 103rd St,80,284.1370833
800,casual,Eggleston Ave & 92nd St,80,44.595625
801,casual,Halsted St & 111th St,80,161.8366667
802,casual,La Villita Park (Albany/30th),80,18.47458333
803,casual,Kedzie Ave & 104th St,81,18.16975309
804,casual,Eberhart Ave & 91st St,82,47.61321138
805,casual,Evans Ave & 75th St,82,116.8634146
806,casual,Spaulding Ave & 63rd St,82,17.59044715
807,casual,Greenwood Ave & 79th St,83,118.4702811
808,casual,Kenton Ave & Madison St,83,772.5779116
809,casual,Leamington Ave & Hirsch St,83,28.80080321
810,casual,Public Rack - Kenton Ave & Palmer St,83,10.87269076
811,casual,Phillips Ave & 83rd St,84,83.17996032
812,casual,Public Rack - Kostner Ave & Armitage Ave,84,13.90039683
813,casual,Ashland Ave & 74th St,85,1334.585294
814,casual,Kedzie Ave & 110th St,85,324.3488235
815,casual,Public Rack - Sacramento Ave & Devon Ave,85,14.95019608
816,casual,Torrence Ave & 126th Pl,85,92.09019608
817,casual,Central Park & Augusta Blvd,86,18.54069767
818,casual,Vincennes Ave & 75th St,86,153.0052326
819,casual,Ashland Ave & 50th St,87,20.16666667
820,casual,Cottage Grove Ave & 111th Pl,87,64.31264368
821,casual,Halsted St & 56th St,87,46.50651341
822,casual,Stony Island Ave & South Chicago Ave,87,427.2049808
823,casual,Hegewisch Metra Station,88,39.95435606
824,casual,Narragansett & McLean,88,23.05132576
825,casual,Greenwood Ave & 91st St,89,96.40861423
826,casual,Morgan St & Pershing Rd,89,15.70355805
827,casual,California Ave & 36th St,90,23.2937037
828,casual,Major Taylor Trail & 124th St,90,173.2111111
829,casual,Public Rack - Milwaukee Ave & School St,90,13.76333333
830,casual,Tripp Ave & 31st St,90,11.30296296
831,casual,Central Park Ave & Douglas Blvd,91,20.33717949
832,casual,State St & 123rd St,91,153.9831502
833,casual,Western Ave & Lake St,91,15.08809524
834,casual,Cornell Dr & Hayes Dr,92,29.86992754
835,casual,Constance Ave & 95th St,93,264.6340502
836,casual,Kenneth Ave & 50th St,93,18.45645161
837,casual,Lavergne Ave & 46th St,93,32.94318996
838,casual,Campbell Ave & 51st St,94,15.98865248
839,casual,Kostner Ave & Lake St,95,180.8022807
840,casual,Clyde Ave & 87th St,96,118.0951389
841,casual,Maplewood Ave & 59th St,96,17.94045139
842,casual,Ashland Ave & 78th St,97,465.9118557
843,casual,Pulaski & Ann Lurie Pl,100,12.93833333
844,casual,Exchange Ave & 79th St,102,65.02140523
845,casual,Richmond St & Lincoln Ave,102,14.02009804
846,casual,State St & Pershing Rd,102,25.29918301
847,casual,Central Ave & Madison St,103,269.5364078
848,casual,Marquette Ave & 89th St,103,238.3902913
849,casual,Torrence Ave & 106th St,103,51.89401294
850,casual,Cicero Ave & Quincy St,104,54.98285256
851,casual,Public Rack - Milwaukee Ave & Haussen Ct,104,12.9849359
852,casual,Vernon Ave & 75th St,104,20.73269231
853,casual,California & 16th St,105,23.25984127
854,casual,Elizabeth St & 92nd St,105,271.5650794
855,casual,Karlov Ave & Madison St,105,185.1011111
856,casual,Stony Island Ave & 82nd St,106,156.1726415
857,casual,Washtenaw Ave & Superior St,106,15.00062893
858,casual,Western Blvd & 49th St,106,9.651886792
859,casual,Cottage Grove Ave & 78th St,107,349.2750779
860,casual,Jeffery Blvd & 76th St,107,56.74205607
861,casual,Major Taylor Trail & 115th St,107,86.93894081
862,casual,Vernon Ave & 107th St,107,129.7504673
863,casual,Ashland Ave & Garfield Blvd,108,52.45262346
864,casual,Public Rack - Lowell Ave & Elston Ave,108,15.12314815
865,casual,Kildare Ave & 47th St,110,8.919545455
866,casual,Mason Ave & Belmont Ave,110,18.95545455
867,casual,N Clark St & W Elm St,111,9.523723724
868,casual,Western & 28th - Velasquez Institute Vaccination Site,111,30.61096096
869,casual,Oketo Ave & Addison St,112,20.55446429
870,casual,Public Rack - Spaulding Ave & Evergreen Ave,112,14.23883929
871,casual,Washtenaw Ave & Madison St,112,26.77827381
872,casual,Fairfield Ave & 44th St,113,15.03952802
873,casual,Archer Ave & 43rd St,115,14.38898551
874,casual,Hyde Park Blvd & 55th St,115,18.28956522
875,casual,Public Rack - Cicero Ave & Wrightwood Ave,115,14.86391304
876,casual,Shields Ave & 43rd St,115,32.34637681
877,casual,Damen Ave & 51st St,116,22.18333333
878,casual,Avenue O & 118th St,117,89.13262108
879,casual,Baltimore Ave & 87th St,117,106.2739316
880,casual,Latrobe Ave & Chicago Ave,117,266.725641
881,casual,California Ave & 26th St,118,52.43149718
882,casual,Maryland Ave & 104th St,119,14.03067227
883,casual,Public Rack - Lawndale Ave & Diversey Ave,119,16.28613445
884,casual,Public Rack - Washtenaw Ave & Devon Ave,119,13.29705882
885,casual,Homewood Ave & 115th St,120,205.8202778
886,casual,Pulaski Rd & 60th St,120,12.95361111
887,casual,Public Rack - Spaulding Ave & North Ave,122,15.41202186
888,casual,State St & 54th St,122,136.8144809
889,casual,Stewart Ave & 83rd St,122,87.30642077
890,casual,Public Rack - Monticello Ave & Belmont Ave,123,14.62737127
891,casual,Halsted St & 51st St,124,220.3864247
892,casual,Midway Orange Line,124,12.74516129
893,casual,Albany Ave & 16th St,125,35.4416
894,casual,Doty Ave & 111th St,125,269.39
895,casual,Central Ave & Harrison St,126,282.1771164
896,casual,Halsted St & 96th St,126,440.6798942
897,casual,Virginia Ave & Catalpa Ave,126,17.44589947
898,casual,Ashland Ave & Pershing Rd,127,56.88805774
899,casual,Homan Ave & 65th St,128,13.74648438
900,casual,Meade Ave & Addison St,128,19.36002604
901,casual,Ashland Ave & 63rd St,130,171.5815385
902,casual,Houston Ave & 92nd St,130,28.52358974
903,casual,Lamon Ave & Chicago Ave,130,30.02923077
904,casual,Loomis St & 89th St,130,261.6307692
905,casual,Seeley Ave & Garfield Blvd,130,62.33692308
906,casual,Laramie Ave & Madison St,131,302.524173
907,casual,Malcolm X College,131,53.70585242
908,casual,Central Park Blvd & 5th Ave,132,115.4372475
909,casual,Kostner Ave & 63rd St,132,13.3614899
910,casual,MTV Hubbard St,132,14.94015152
911,casual,Kedzie Ave & 45th St,133,11.72092732
912,casual,Komensky Ave & 55th St,133,12.68471178
913,casual,Public Rack - Mozart Elementary School,133,19.10802005
914,casual,Ellis Ave & 83rd St,134,52.99676617
915,casual,Hamlin Ave & 62nd Pl,135,19.91604938
916,casual,Chicago State University,136,108.7969363
917,casual,Shabbona Park,136,19.5442402
918,casual,Kedzie Ave & Harrison St,138,69.06896135
919,casual,Stewart Ave & 63rd St,138,40.74891304
920,casual,Dauphin Ave & 87th St,140,91.2422619
921,casual,Sacramento Ave & Pershing Rd,140,15.27238095
922,casual,Commercial Ave & 83rd St,141,308.899409
923,casual,Halsted St & 78th St,142,122.3359155
924,casual,Eggleston Ave & 69th St,144,134.4283565
925,casual,Stony Island Ave & 90th St,145,106.2595402
926,casual,Washtenaw Ave & Peterson Ave,148,20.2527027
927,casual,Indiana Ave & 103rd St,149,98.00503356
928,casual,Pulaski Rd & Lake St,152,59.23070175
929,casual,Rainbow Beach,152,322.7057018
930,casual,St Louis Ave & Norman Bobbins Ave,152,13.92861842
931,casual,Rockwell St & 57th St,153,12.69237473
932,casual,Sacramento Blvd & Franklin Blvd,153,90.60740741
933,casual,Western Ave & Ardmore Ave,154,17.48214286
934,casual,Cicero Ave & Grace St,155,18.83602151
935,casual,Racine Ave & Garfield Blvd,155,228.8658065
936,casual,California Ave & Marquette Rd,156,19.98952991
937,casual,Cottage Grove Ave & 83rd St,156,45.34059829
938,casual,Hale Ave & 107th St,156,24.31549145
939,casual,Kedzie Ave & 52nd St,156,15.75053419
940,casual,Pulaski Rd & Congress Pkwy,157,120.1805732
941,casual,Harding Ave & 26th St,160,11.26114583
942,casual,Austin Blvd & Chicago Ave,163,267.0054192
943,casual,Laramie Ave & Kinzie St,163,204.0621677
944,casual,Commercial Ave & 130th St,164,41.90823171
945,casual,Tripp Ave & 65th St,164,17.29430894
946,casual,Lawndale Ave & 111th St,165,183.4834343
947,casual,Public Rack - Pulaski Rd & Armitage Ave,165,17.80949495
948,casual,Public Rack - Christiana Ave & Belmont Ave,169,11.52258383
949,casual,Burnham Greenway & 105th St,171,86.21559454
950,casual,Kostner Ave & Armitage Ave,171,15.71647173
951,casual,Kedzie Ave & 24th St,172,37.42083333
952,casual,Lawndale Ave & 30th St,172,10.43585271
953,casual,W 103rd St & S Avers Ave,172,24.49331395
954,casual,Marshfield Ave & 44th St,175,25.434
955,casual,Prospect Sq & 91st St,177,74.81751412
956,casual,Central Ave & Parker Ave,178,13.89110487
957,casual,Orange & Addison,178,21.64016854
958,casual,Artesian Ave & 55th St,179,13.63845438
959,casual,Francisco Ave & 47th St,181,17.42311234
960,casual,Ashland Ave & McDowell Ave,182,137.2998168
961,casual,Yates Blvd & 75th St,182,99.37289377
962,casual,Central Ave & Roscoe St,183,18.41566485
963,casual,Central Park Ave & Ohio St,184,17.4442029
964,casual,Vernon Ave & 79th St,184,123.365308
965,casual,Central Ave & Lake St,186,258.9683692
966,casual,Damen Ave & 59th St,186,145.177509
967,casual,Public Rack - California Ave & Cortez St,187,9.920677362
